"PathwayName"	"DataBase"	"SignatureSize"	"PathwaySize"	"Overlap"	"Pvalue"	"Qvalue"	"OverlapGenes"
"KORKOLA_TERATOMA_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  15"	"  1"	"3.416318e-01"	"6.446082e-01"	"MGP"
"KORKOLA_YOLK_SAC_TUMOR_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  18"	"  0"	"7.782861e-01"	"9.431903e-01"	""
"KORKOLA_SEMINOMA_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  39"	"  0"	"9.618485e-01"	"1.000000e+00"	""
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  90"	" 10"	"1.052153e-01"	"3.246370e-01"	"CUL4B RAP1A SARS ATP5I LYRM1 CYB5B DRG1 POLR2K C2 VAMP7"
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  80"	"  9"	"1.061290e-01"	"3.267149e-01"	"HSPE1 CCT6A ABCE1 PSMB5 PPP2CA PSMB6 PSMA6 LGALS1 COL17A1"
"HOLLMANN_APOPTOSIS_VIA_CD40_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 181"	" 25"	"2.623250e-03"	"2.280439e-02"	"PFDN2 LY9 COPS2 PLEKHF2 SDHB COPS6 MRPS33 RAP1B ASH2L MAK16 ATP6V1B2 DDX39A PARD6A DPYSL2 ACAT1 COPS3 PEMT PRPSAP2 PRKCA NQO2 CLTB TUBA1C TNFRSF17 CREM SNRPD1"
"HOLLMANN_APOPTOSIS_VIA_CD40_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 216"	" 25"	"2.438534e-02"	"1.230324e-01"	"GTF3C3 MPZL1 CASP6 CCBL2 UGDH NUDT1 SERPINH1 PYCARD HSBP1 MTRF1 THYN1 RPP25 MYD88 SERPINF1 HIST1H1C ACOT13 NPC2 C14orf2 SUB1 LITAF CRYZL1 GTF2H5 DECR2 NME4 FADS1"
"LIU_PROSTATE_CANCER_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  83"	"  9"	"1.270867e-01"	"3.667000e-01"	"LYPLA1 SERP1 PDLIM5 PPP1R9A TBC1D4 CADM1 EIF4A1 GMDS PTRHD1"
"LIU_PROSTATE_CANCER_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 406"	" 29"	"7.098105e-01"	"9.199577e-01"	"TMEM237 FZD7 LAMB3 STOM RAP1A GSTM1 SNX7 LPAR1 MFSD2A FBXO2 PNMAL1 TUB ANO1 DSE COL6A1 TRIM29 GCOM1 MRAS SERPINF1 SCPEP1 ABCC3 KRT23 NID1 PGF LGALS1 STARD4 FADS1 RBP4 GRK5"
"LIU_SOX4_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 124"	" 12"	"1.945877e-01"	"4.662792e-01"	"PDE6D PRDX6 COMMD2 CTTNBP2NL BRAP TSPAN31 MORF4L1 LIF CD68 COX7C IL10RB OBFC1"
"LIU_SOX4_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 282"	" 30"	"4.537897e-02"	"1.891177e-01"	"EIF4E2 DBI TMCO1 RAB14 CUL4B COX7B PDLIM5 ASPH PLEKHF2 UFL1 MAGOH FAF1 MVK ARPC3 P2RX4 PRMT1 LDHA TMEM135 BNIP3 DDT PFKL TUSC3 CYB5B GMPR2 NUPL1 MED7 PSMC3IP MED6 PSMG1 TCP1"
"ONKEN_UVEAL_MELANOMA_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 704"	" 86"	"2.997830e-05"	"5.861573e-04"	"LYPLA1 ATP6V1H COPS5 UBE2W TCEB1 LY96 FZD7 EIF4E2 SEPT2 GLRX2 SOAT1 TMCO1 CNIH4 STOM SORD GSS PSMA7 DIAPH2 GLA PEX2 MRPS28 FABP5 ALG5 LAMTOR2 S100A1 ANP32E ASPH PLEKHF2 UFL1 TMEM38B NASP CYP51A1 TMEM165 ATP2A2 SNRNP35 POMP FRMD4B TYROBP SNRPA1 IFNGR1 SEPT10 P4HA1 COL6A1 COL18A1 TSPAN31 ORMDL2 CDC16 DDX39A NUPL1 CADM1 NT5E SYNCRIP MED7 SAR1B PTRH2 KPNA2 PRKCA BAIAP2 UQCRB ADI1 PSMA3 RDH11 RAI14 POLR2K OXR1 SQLE LGALS1 KDELR3 HNRNPA1 NTAN1 UBE2V2 COMT MRPL40 PSMB1 NME4 CDKN1A C2 SRSF7 CREM ABHD3 BIN1 EGR1 TNFAIP8 OTUB1 FADS1 PGAM1"
"ONKEN_UVEAL_MELANOMA_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 482"	" 46"	"9.360800e-02"	"2.999377e-01"	"PTP4A1 CETN2 EIF1AX ZMAT3 RNF13 SERP1 GMPS TIPARP MLF1 CSDE1 GSTM1 H2AFZ ADH5 RRAGD TLR1 SCARB2 SPP1 CCND1 C6orf211 ARL1 TUSC3 ASAH1 APPL1 RNASE4 GMPR2 FDFT1 DPYSL2 EDNRB SPRY2 ATP5L GLCE RNF7 NPM1 YWHAE TMEM97 ZSCAN12 HIST1H1C GMDS ZNF91 GALC RSL1D1 PARL EIF2B5 LSG1 MRPS18B YIPF5"
"BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 177"	"  9"	"9.104616e-01"	"9.882982e-01"	"AIM2 RAP2B PSMB2 FAM26F SGPL1 AIFM2 CHCHD1 CUL2 CD274"
"BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 149"	"  8"	"8.541663e-01"	"9.719249e-01"	"ACSL3 NOSTRIN MMGT1 BGN EXTL2 ANO1 TMEM192 CADM1"
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 304"	" 34"	"1.926923e-02"	"1.020136e-01"	"LY96 IL1R1 FCGR2A TNFAIP6 SERPING1 MAFB BGN PLS3 TLR7 C1orf54 OLFML3 CD53 PDGFRA HSD17B11 TYROBP SERPINH1 CTGF DSE COL6A1 GLIPR1 SLC7A7 IGFBP3 SERPINF1 FZD2 KCNJ2 NID1 GPR65 LGALS1 SAMSN1 LOX MS4A6A LPXN CH25H GRK5"
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  70"	"  5"	"4.955177e-01"	"7.744046e-01"	"ASNS ACADSB PEX7 DNAJC12 MRPS30"
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  51"	"  3"	"5.933821e-01"	"8.473920e-01"	"COL18A1 POU4F1 PRKCA"
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  18"	"  2"	"1.711659e-01"	"4.333133e-01"	"OLFML3 IGFBP3"
"FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  20"	"  3"	"7.110211e-02"	"2.510934e-01"	"LEPR SEPT10 EGR1"
"FOURNIER_ACINAR_DEVELOPMENT_LATE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  20"	"  1"	"4.848568e-01"	"7.657610e-01"	"EIF4A1"
"NAM_FXYD5_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  18"	"  6"	"3.038211e-04"	"4.077599e-03"	"UBE2W HSPE1 MLF1 ARL1 CRIPT SNRPD1"
"FRASOR_TAMOXIFEN_RESPONSE_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  48"	"  3"	"5.444384e-01"	"8.086307e-01"	"PGRMC1 PRPS1 LSS"
"KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 101"	" 14"	"1.454425e-02"	"8.413121e-02"	"LAMB3 SLC6A8 NXT2 SAT1 FBXO2 RHOF PARD6A RPP25 SERPINF1 KRT23 HN1 NR1I2 CDKN1A NDUFA2"
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 267"	" 21"	"4.807144e-01"	"7.625640e-01"	"FZD7 IDH1 NUF2 FCGR2A TNFAIP6 ECT2 ADH5 PM20D2 TMEM38B RAN CCT6A APOC1 ACER3 ERICH1 NUPL1 DPYSL2 PIWIL4 NID1 SRSF3 ATL2 CD274"
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 270"	" 13"	"9.736425e-01"	"1.000000e+00"	"CETN2 TCTEX1D1 WDR66 PSENEN CSTB ANKRD37 CRYL1 BCO2 EML6 RBM24 TPPP C14orf142 SPEF2"
"WATANABE_COLON_CANCER_MSI_VS_MSS_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  24"	"  1"	"5.845663e-01"	"8.413795e-01"	"PLA2G4A"
"WATANABE_COLON_CANCER_MSI_VS_MSS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  66"	"  6"	"2.771876e-01"	"5.741710e-01"	"EBP PRPS2 CDC42 ARL11 KRT23 CXCL14"
"KOBAYASHI_EGFR_SIGNALING_6HR_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  18"	"  1"	"4.297149e-01"	"7.157042e-01"	"CCND1"
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 137"	" 21"	"1.307548e-03"	"1.335926e-02"	"TCEB1 PSMA7 COX7B HCCS ECT2 GMPS H2AFZ NUDT1 MARS ORMDL2 DDX39A PTTG1 KPNA2 PSMD12 HN1 GTPBP4 POLR2K TUBA1C RFC4 PFDN6 FEN1"
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  49"	"  3"	"5.610949e-01"	"8.199381e-01"	"RNASE4 DIXDC1 SNX1"
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  22"	"  3"	"9.471523e-02"	"3.019048e-01"	"LEPR SEPHS2 ATP6V1B2"
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 411"	" 43"	"3.006362e-02"	"1.422965e-01"	"SNRPE EIF3M CAPN3 EBP SEPT6 DIAPH2 LAMTOR2 C1orf54 NUDT2 DCTN3 CCDC28B CDC42 CAPZB SRPK2 INSIG1 GRK4 ANXA3 AIMP2 ZNF248 BAX BNIP3 ATG5 BLOC1S1 CIDEB CTSG CLN5 PAFAH1B2 CUL5 PGM3 PPIA PNO1 ACTR2 GAS7 HIST1H1C EEF1E1 ZNF91 XRCC4 IFT27 LGALS1 IL10RB ZNF571 SRSF7 POLR2D"
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  5"	"2.146080e-02"	"1.109291e-01"	"THBD ZMAT3 BAX RAB20 CREM"
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  29"	"  2"	"4.146773e-01"	"7.045599e-01"	"DCTN3 ZNF91"
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  33"	"  6"	"1.413301e-02"	"8.233607e-02"	"BAX RRAS2 ATP6V1B2 NAMPT U2AF1 CREM"
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  56"	" 12"	"3.880579e-04"	"5.010367e-03"	"LYPLA1 TCEB1 PFDN4 LAMP2 FABP5 CASP6 NUDT2 CCT6A ARL1 THOC7 ADK CNOT8"
"CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 128"	"  6"	"8.968584e-01"	"9.829465e-01"	"GMPS NES C11orf82 NPM1 PTTG1 AFAP1L1"
"CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 315"	" 26"	"3.885467e-01"	"6.850780e-01"	"MID1IP1 SCHIP1 DBT SERINC2 CAMTA1 FRMD4B RWDD1 CYB5B CHDH LMO7 EDNRB NDFIP2 FAIM PPIA PRPSAP2 TNFSF13 TAX1BP3 TNFAIP1 GMDS CTAGE5 SPTLC2 CDKN1A VAPA ASRGL1 LPXN RBP4"
"IGARASHI_ATF4_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  80"	"  7"	"3.114481e-01"	"6.125863e-01"	"SOAT1 ASPH LEPR ASNS RNASE4 PSAT1 LIPA"
"ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 158"	" 19"	"2.793183e-02"	"1.340728e-01"	"MPZL1 MAFB SLC6A8 NXT2 LAT2 ORMDL2 YKT6 ATP6V0A1 CDR2L HN1 HIST1H1C CLTB PGF SPTLC2 MOK KDELR3 ZNF571 ATP6V0C CDKN1A"
"ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  59"	"  3"	"7.074102e-01"	"9.176240e-01"	"DIAPH2 PPIE ICT1"
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 295"	" 25"	"3.370150e-01"	"6.433349e-01"	"HPRT1 EIF1AX HCCS RRAGD PSMB2 ZNF248 ERI2 ECHS1 SGPL1 COL18A1 CCDC53 PPM1H GOT2 WWOX HSBP1 ADK POU4F1 DIXDC1 SYNCRIP TNFAIP1 ZNF91 TBCA VIPR2 TRIM36 ASRGL1"
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 165"	" 11"	"6.810294e-01"	"9.042960e-01"	"FZD7 PGRMC1 FABP5 C1orf54 OLFML3 GSTM1 LPAR1 SERPINH1 CCND1 RAB32 TRPS1"
"DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 236"	" 18"	"5.288791e-01"	"7.991950e-01"	"SEPT6 FABP5 RAB32 COL18A1 RAP1B POU4F1 SCN3B SC5DL CADM1 UGP2 MMD PRKCA NID1 HMGCR PGF C14orf1 NTAN1 CREM"
"DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  60"	"  4"	"5.327887e-01"	"8.025270e-01"	"OLFML3 PDP1 DDIT4 IGFBP3"
"DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  53"	"  3"	"6.242178e-01"	"8.670478e-01"	"POU4F1 MMD NTAN1"
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 345"	" 32"	"1.662965e-01"	"4.272606e-01"	"LYPLA1 UBE2W IGFBP5 TNFRSF11A BLVRA ZMAT3 PDP1 NASP RBBP4 ANXA3 CTTNBP2 ANO1 IFNGR1 PKIB FABP7 VPS35 APPL1 RNASE4 SHISA2 LMO7 RAP2A SYNCRIP FAIM PPIA POLR3G NAMPT OXR1 SQLE MATR3 TRIM36 CD274 IFIT2"
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 117"	"  3"	"9.870026e-01"	"1.000000e+00"	"FBXO2 ART3 KRT23"
"TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  55"	"  6"	"1.491364e-01"	"4.011932e-01"	"RBBP4 ZBTB8A FRMD4B PNMAL1 MAK16 KRT23"
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  40"	"  3"	"4.014829e-01"	"6.897053e-01"	"TXNDC9 TLR7 ZNF571"
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 152"	" 12"	"4.473719e-01"	"7.332394e-01"	"FZD7 LAMB3 KIAA1217 MGP SFRP1 C8orf4 SHISA2 TRIM29 KRT23 EGR1 GRAMD3 COL17A1"
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  69"	"  2"	"9.229503e-01"	"9.922628e-01"	"GLRX3 CSTF2T"
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  52"	"  4"	"4.061271e-01"	"6.960230e-01"	"MGP SFRP1 CADM1 OXR1"
"TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  15"	"  1"	"3.416318e-01"	"6.446082e-01"	"LAMP2"
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  63"	"  3"	"7.549269e-01"	"9.350643e-01"	"BGN COL12A1 LOX"
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  78"	"  7"	"2.873593e-01"	"5.863106e-01"	"LAMB3 MGP PNMAL1 ERICH1 SFRP1 TRIM29 KRT23"
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  83"	" 10"	"6.715798e-02"	"2.424104e-01"	"LAMB3 LAMP2 ANXA3 SFRP1 VPS35 ESD TRIM29 RAB1A SMAD2 C10orf32"
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  65"	"  6"	"2.644488e-01"	"5.568301e-01"	"BGN ECT2 SPP1 COL12A1 SAR1B LOX"
"CHANDRAN_METASTASIS_TOP50_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  34"	"  2"	"5.208092e-01"	"7.935646e-01"	"EIF1AX HN1"
"CHANDRAN_METASTASIS_TOP50_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  43"	"  4"	"2.604719e-01"	"5.511108e-01"	"SFRP1 CRYL1 RPS27L SELM"
"WILCOX_RESPONSE_TO_PROGESTERONE_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 128"	" 29"	"6.633588e-08"	"2.743078e-06"	"SUMO1 IDH1 PLA2G4A TNFAIP6 GALK2 THBD EBP NSDHL BBS7 FDPS CYP51A1 INSIG1 HSD17B11 MVK LSS MSMO1 CYB5B FDFT1 SC5DL ZCCHC10 TMEM97 DLX4 KCNJ16 IDI1 XRCC4 HMGCR HMGCS1 CENPQ FADS1"
"WILCOX_RESPONSE_TO_PROGESTERONE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  52"	"  5"	"2.362276e-01"	"5.185485e-01"	"IGFBP5 MGP CCND1 COL6A1 IGFBP3"
"FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 509"	" 64"	"1.179142e-04"	"1.845613e-03"	"UBE2W WDR12 ACSL3 TNFRSF11A SOAT1 MPZL1 FCGR2A NEK6 SPINT1 MKKS THBD POLR3K CFP HAX1 C1orf54 DCLRE1B ASPH GALNT12 LPAR1 MFSD2A SERINC2 GRPEL1 HOPX SPP1 TRIAP1 P2RX4 RHOF LAT2 ACER3 LYRM1 LTV1 PKIB ANAPC16 COL6A1 GLIPR1 LONRF1 GOT2 CYB5B MPHOSPH6 MRPS16 TBC1D4 NDFIP2 RAP2A SMAD6 COMMD1 REL HINT1 TNFSF13 ABCC3 PRKCA HN1 EEF1E1 PTRHD1 C14orf142 RAI14 SUB1 HMOX2 FAM162A VAPA NDUFV2 NDUFA2 NDUFS8 YIF1A POLR2G"
"FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 384"	" 47"	"1.393018e-03"	"1.406810e-02"	"MRPL30 LY9 AIM2 ACBD5 STOM TNFAIP6 CD302 SERPING1 HAUS2 BLVRA MAFB B4GALT5 MST4 MPP1 CXorf21 SAT1 RAP2B TIPARP DBT CASP6 PLEKHF2 CYP51A1 ARAP2 SCARB2 HSCB APOC1 SEPHS2 BNIP3 FAM26F DNASE2 HESX1 STAB1 LACC1 SPG21 MYD88 GPX3 GAS7 NLN NAMPT SPTLC2 NTAN1 COMT WTAP C2 EGR1 MS4A6A IFIT2"
"GARY_CD5_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 428"	" 40"	"1.340079e-01"	"3.748302e-01"	"TIPRL MID1IP1 SEPT6 CD99L2 PGK1 SAT1 SARS CCBL2 LEPR CDC42 CYP51A1 INSIG1 ASL ASNS MEF2A TUBE1 P4HA1 DDIT4 LSS PFKL MARS MSMO1 WWOX FDFT1 ESD SC5DL CCNG1 FNIP1 YWHAE ALDOC HMGCR HMGCS1 NPC2 SQLE FAM162A IL10RB NME4 CDKN1A PSAT1 OBFC1"
"GARY_CD5_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 396"	" 73"	"4.096629e-12"	"4.915954e-10"	"MRPL30 TXNDC9 BZW1 FASTKD2 EIF4E2 SOAT1 BLZF1 AIM2 SEPHS1 LCMT2 PSMA7 RBM3 EIF1AX HCCS UFM1 DDX20 DNTTIP2 FPGT PLEKHF2 MRPL50 NASP PNRC2 MRPL20 PSMC2 ABCF2 DNAJB6 TLR1 UGDH MRPL1 RAN CCT6A AIMP2 BCCIP PSMD13 SNRPD3 PDP2 CYB5B MRPS16 SELK PSMC6 HNRNPC PSMB5 PPIB SYNCRIP DRG1 PNO1 CCDC85A MED7 ZCCHC10 HINT1 MRPS23 KPNA2 NOL11 GTPBP4 MRPL32 PAK1IP1 POLR3G UTP15 GTF2H2 NLN ADI1 UFD1L ATP6V0E1 SRSF3 POLR1C CREM CUL2 ETF1 MATR3 PFDN1 TNFAIP8 FEN1 CSTF2T"
